,Code,자산총계,부채총계,자본총계,자본금,매출액,매출총이익,영업이익,당기순이익,영업현금흐름,투자현금흐름,재무현금흐름,FCF,EBITDA,EBIT,EV,매출총이익률,영업이익률,ROE,ROA,ROIC,부채비율,자기자본비율,이자보상배율,EPS,BPS,CPS,SPS,DPS,현금배당성향,현금배당수익률,PER,PBR,PCR,PSR,P/FCF,PEG,EV/EBITDA,EV/EBIT,EV/Sales,eDate,Name,Market,Close_x,Open,High,Low,Volume,Amount,Marcap,Stocks,Yield,MDD,Close_x,Date_x,Close_y,Date_y,Ratio,PBRc,PCRc,PERc,PSRc,PEGc,P/FCFc,EVc,EV/EBITDAc,Close_y,1y_rets,MOM_rank,PBR_rank,PSR_rank,PCR_rank,PER_rank,PEG_rank,DIV_rank,EV_rank,rank_tot
188,004540,563050290.34,346240603.76,216809686.58,37606853.0,591566240.71,127893338.57,52062528.03,38291329.44,62154272.79,-34474246.43,-29982215.66,28062583.78,82260285.89,54129096.22,378565467.47,21.619,8.801,20.21,6.954,12.3092,159.698,38.506,5.17302,1013.07935,5766.02369,1652.73794,15730.27769,100.0,9.87893,2.320186,4.25436,0.74748,2.60779,0.27399,5.77586,0.07795,4.60204,6.99375,0.6399400000000001,2021-04-30,깨끗한나라,KOSPI,6450,6480,6510,6240,736068,4707632620,240202469850,37240693,1.7245989304812843,-0.31527531083481386,2390,2019-12-30,3740,2020-05-04,1.5648535564853556,1.1696967364016737,4.0808094560669455,6.657450376569038,0.4287542259414226,0.12198033472803348,9.038375062761506,592399518.1329707,7.201518661087865,3675.0,1.3125000000000036,12.0,39.0,28.0,21.0,10.0,5.0,18.0,46.0,133.0
192,004710,591392385.11,312289415.22,279102969.9,160549390.0,1194892147.18,150987010.66,32460187.66,26185818.03,42005049.24,-36645390.4,31818050.22,7769044.51,61683940.66,28750318.97,359548140.64,12.636,2.717,9.702,4.819,8.5356,111.89,47.194,8.08675,816.33312,8874.16485,1308.16596,37212.60315,0.0,0.0,0.0,12.43365,1.14377,7.7589500000000005,0.27276,41.95049,7.85602,5.82888,12.50588,0.3009,2021-04-30,한솔테크닉스,KOSPI,9960,9970,10150,9940,680659,6804300800,319814384880,32109878,1.6544850498338852,-0.2019512195121953,8940,2019-12-30,6020,2020-05-04,0.6733780760626398,0.7701896420581654,5.224706823266219,8.372547315436242,0.18367060402684562,5.290071633109619,28.24854024608501,242111835.19606262,3.9250399999999996,6040.0,0.9526813880126187,34.0,20.0,4.0,28.0,17.0,82.0,82.0,66.0,267.0
193,004720,135543934.05,51973964.57,83569969.48,7356466.5,96614310.44,53599087.91,-669904.65,9124058.82,2675611.64,-7720667.82,19567694.05,-1663525.93,2292903.35,11379174.37,157212948.22,55.477,-0.6930000000000001,13.209,7.746,1.0432,62.192,61.655,-2.31361,672.93298,5693.26543,195.23666,7049.84799,0.0,0.0,0.0,16.79216,1.9848,57.87847,1.60287,-93.09162,0.8559700000000001,68.56501,13.81585,1.6272199999999999,2021-04-30,팜젠사이언스,KOSPI,15750,16700,18600,14950,21469040,358452897100,231728694750,14712933,2.3577844311377265,-0.6781783681214422,6370,2019-12-30,6680,2020-05-04,1.0486656200941915,2.081391522762951,60.69516163265306,17.609360879120878,1.6808746624803768,0.8976263108320253,-97.62198141287284,164863813.83196232,71.90176872841444,6680.0,0.8542199488491047,48.0,71.0,74.0,89.0,51.0,48.0,82.0,76.0,463.0
194,004770,65431756.62,1602323.38,63829433.23,18372505.5,16423123.84,5146940.86,1200510.39,5837866.94,3553190.46,-8503389.57,-203400.73,3346181.52,1813156.39,6511997.95,135253590.33,31.34,7.31,9.919,9.199,27.9991,2.51,97.551,14.80777,169.50262,1831.80992,103.16698,476.84583,0.0,0.0,0.0,30.02903,2.77867,49.33749,10.67431,52.38972,0.43008,74.59565,20.76991,8.23556,2021-04-30,써니전자,KOSPI,3570,3585,3650,3550,483482,1737790040,124396689270,34845011,1.1104199066874023,-0.38878326996197743,3850,2019-12-30,3215,2020-05-04,0.8350649350649351,2.320369883116883,41.20000788311688,25.076189987012985,8.913741987012987,0.3591447272727273,43.74881812987013,112945530.62622079,62.29221162337663,3210.0,1.0272000000000006,29.0,76.0,89.0,83.0,64.0,27.0,82.0,86.0,450.0
196,004830,105039887.13,38803664.35,66236222.78,8536000.0,117682291.65,17715727.17,5564655.02,3621883.79,5498711.55,-974346.91,155202.82,3979228.76,9421016.58,4195302.48,147048994.4,15.054,4.729,5.606,3.484,7.7598,58.584,63.058,7.46164,212.15347,4278.43081,322.08948,6893.29262,45.0,19.42702,0.573248,37.00152,1.83478,24.37211,1.13879,33.67869,0.40843,15.60861,35.05087,1.24954,2021-04-30,덕성,KOSPI,22150,22500,23500,21800,877323,19607551750,347312000000,15680000,6.221910112359549,-0.41463414634146434,2920,2019-12-30,3560,2020-05-04,1.2191780821917808,2.236923561643836,29.71394232876712,45.11144219178082,1.388387808219178,0.49794890410958903,41.06032068493151,179278910.98082194,19.029675205479453,3530.0,1.1100628930817593,18.0,73.0,70.0,77.0,75.0,34.0,56.0,73.0,403.0
212,005250,3241202077.38,1567701358.63,1673500718.75,26579335.0,1719325650.41,530290891.69,70732029.71,179995783.82,38138268.88,-98802106.53,385158791.6,-70302820.45,123563029.71,130313767.08,2635996559.12,30.843,4.114,19.74,5.985,3.0963,93.678,51.632,2.9055,3450.74134,20248.14867,769.80027,34703.65584,500.0,13.2791,1.204819,12.0264,2.04957,53.91009,1.19584,-29.24545,0.20744,21.33321,20.22807,1.53316,2021-04-30,녹십자홀딩스,KOSPI,36600,36950,38000,35900,478688,18062188200,1721232486000,47028210,1.8074074074074074,-0.3927238805970149,22250,2019-12-30,20250,2020-05-04,0.9101123595505618,1.865338988764045,49.06423921348314,10.945375280898878,1.0883487640449439,0.18879370786516855,-26.616645505617978,2399053048.1878653,19.41561808988764,21050.0,0.8539553752535503,49.0,67.0,64.0,86.0,33.0,15.0,36.0,25.0,350.0
214,005320,186319360.32,96606413.36,89712946.96,19422932.0,253421044.03,71772503.64,31227155.5,15897276.58,26612822.44,4858168.9,30982019.89,14911586.6,33785384.5,24151682.14,153469205.72,28.321,12.322,20.625,9.949,27.4347,107.684,48.15,8.13369,454.98797,2321.45545,761.67223,7253.03649,50.0,12.1429,1.1904759999999999,9.23101,1.8092100000000002,5.51418,0.5790700000000001,9.8412,0.23094,4.54247,6.35439,0.6055900000000001,2021-04-30,국동,KOSPI,3840,3840,3885,3825,520462,2006128240,201274632960,52415269,1.2864321608040201,-0.3723958333333337,1235,2019-12-30,2985,2020-05-04,2.417004048582996,4.372867894736842,13.327795384615383,22.31138854251012,1.3996145344129556,0.558182914979757,23.78622024291498,370935691.55805665,10.9791683805668,2485.0,1.0711206896551735,20.0,86.0,71.0,60.0,58.0,37.0,37.0,57.0,369.0
225,005690,69744383.2,12639164.86,57105218.34,29979475.0,37752047.6,17779291.07,7233378.52,5241801.25,8978054.53,-3604843.68,-178474.58,8418864.22,9002608.52,5160332.25,1014405188.61,47.095,19.16,9.651,7.882,18.8143,22.133,81.878,85.20583,87.42317,952.61099,149.73669,629.63157,0.0,0.0,0.0,197.88805,18.16061,115.53615,27.47639,123.21019,6.4466,112.67903,196.57749,26.8702,2021-04-30,파미셀,KOSPI,16550,17000,17050,16400,819664,13651347350,992320622500,59958950,0.6700404858299599,-0.4066390041493776,8490,2019-12-30,24700,2020-05-04,2.9093050647820964,52.83475465253238,336.129906360424,575.7167061248527,79.93720058892814,18.75512603062426,358.4560297997644,2951214152.9643106,327.8176726737338,19000.0,1.6593886462882073,3.0,96.0,95.0,94.0,95.0,92.0,82.0,20.0,557.0
241,006060,1433482293.57,806233973.21,627248320.37,27660000.0,1298773635.12,220375253.15,82391917.2,49917298.01,110051169.53,-116110901.25,197214534.45,14950036.67,147326065.2,76793103.47,628188771.87,16.968,6.344,10.937,3.692,7.4596,128.535,43.757,4.77623,675.09335,6622.01455,1989.35592,23477.4699,188.0,26.80519,2.636746,10.5615,1.07671,3.58407,0.3037,26.38332,13.11459,4.26394,8.18027,0.48368000000000005,2021-04-30,화승인더,KOSPI,8110,7880,8210,7840,913936,7409389420,448645200000,55320000,0.9518779342723,-0.2865105908584171,11900,2019-12-30,8520,2020-05-04,0.7159663865546219,0.7708881680672269,2.5660736470588237,7.561678991596639,0.21743899159663868,9.389605613445378,18.889570285714285,449762045.06994957,3.0528377142857144,8230.0,0.7691588785046739,67.0,21.0,8.0,5.0,13.0,87.0,13.0,52.0,214.0
248,006280,2151399593.55,882093850.05,1269305743.5,58432690.0,1504115278.65,440626609.4,50252525.87,89270741.45,35973500.91,29684195.08,80987440.66,-46902040.83,99043525.87,113638502.64,5055668022.12,29.295,3.341,7.479,4.343,3.0117,69.494,58.999,4.85344,6935.2325,98002.82363,3078.19997,128704.94912,1500.0,21.12277,0.369458,58.54166,4.14274,131.89526,3.1545,-101.16264,3.8945,51.04491,44.48904,3.36122,2021-04-30,녹십자,KOSPI,338500,342500,354000,331000,188860,64746712000,3955893113000,11686538,2.3671328671328657,-0.3623762376237628,132500,2019-12-30,143000,2020-05-04,1.079245283018868,4.471032603773585,142.34733720754718,63.18081041509434,3.404479245283019,4.203120754716981,-109.17930203773584,5456305865.3823395,55.08997833962264,148500.0,1.0683453237410057,21.0,87.0,83.0,92.0,83.0,80.0,61.0,10.0,507.0
249,006340,192012755.09,106632038.35,85380716.74,36819083.5,367313109.91,14668013.32,4270862.58,2314049.73,8150191.59,-4724837.7,-3807221.23,5783422.63,7412786.58,3770583.45,106399630.36,3.993,1.163,2.792,1.213,2.6436,124.89,44.466,5.22643,32.14649,1159.46282,113.22146,5102.66861,0.0,0.0,0.0,33.5962,0.9314700000000001,9.53883,0.21165,13.44243,0.6832900000000001,14.35353,28.21834,0.28967000000000004,2021-04-30,대원전선,KOSPI,1485,1510,1530,1470,766677,1143861845,105460195995,71016967,1.470297029702969,-0.1921397379912665,1165,2019-12-30,1010,2020-05-04,0.8669527896995708,0.8075405150214593,8.269715278969958,29.126319313304723,0.18349055793991417,0.5923801716738197,11.6539521888412,92243456.36360514,12.44383287553648,1005.0,0.7077464788732407,78.0,24.0,3.0,46.0,67.0,38.0,82.0,89.0,338.0
250,006360,13770677888.91,9458561906.49,4312115982.42,403541015.0,10122930837.45,1535087602.01,750397845.88,329675683.02,553879345.02,-268985594.43,50931976.64,426228167.17,910331845.88,591772779.87,4521537485.3,15.164,7.413,7.681,2.447,9.643,219.349,31.314,6.51382,3890.19296,51755.13887,6912.83576,126341.88104,1200.0,30.80533,3.174603,9.71674,0.73036,5.46809,0.29919,7.10573,0.18008000000000002,4.96691,7.6406600000000005,0.44666000000000006,2021-04-30,GS건설,KOSPI,44150,46850,46900,44150,1429768,64536263050,3774421822200,85490868,1.8131416837782337,-0.21476510067114107,31050,2019-12-30,24350,2020-05-04,0.784219001610306,0.5727621900161031,4.288180080515298,7.620052141706925,0.23463048309178747,0.14122215780998393,5.5724484863124,3545875612.46554,3.8951452012882455,25300.0,0.6223862238622377,89.0,7.0,11.0,24.0,15.0,9.0,7.0,17.0,162.0
263,006890,140679345.21,16476999.71,124202345.5,5800000.0,47060538.8,17892507.21,7702115.32,7734494.04,8776365.31,-11294884.68,-2271230.82,5144134.36,9984883.32,9325274.83,124157410.36,38.02,16.366,6.374,5.599,16.2653,13.266,88.288,687.75027,666.76673,10958.48353,756.58322,4056.943,200.0,29.30741,1.413428,21.22181,1.29124,18.7025,3.48785,31.90819,0.31332000000000004,12.43454,13.31408,2.63825,2021-04-30,태경케미컬,KOSPI,14450,14400,14900,14400,256079,3749733250,167620000000,11600000,2.7161654135338336,-0.3665768194070085,5250,2019-12-30,5320,2020-05-04,1.0133333333333334,1.3084565333333333,18.951866666666668,21.50476746666667,3.5343546666666668,0.31749760000000005,32.333632533333336,125812842.49813335,12.600333866666668,5000.0,0.7936507936507935,63.0,49.0,85.0,67.0,56.0,23.0,34.0,82.0,377.0
265,007070,7177767175.77,4510588585.25,2667178590.52,77000000.0,8862318939.41,1831295803.62,252567215.54,154521822.93,805979740.33,-390521128.29,-436220448.49,504323539.76,921163215.54,234054259.43,5313188082.63,20.664,2.85,7.495,2.172,4.477,169.115,37.159,3.67959,2187.3708,29928.49674,10467.26935,115095.05116,900.0,41.14529,2.612482,15.7495,1.15108,3.29121,0.29932000000000003,5.25982,1.2559,5.7679100000000005,22.70067,0.59952,2021-04-30,GS리테일,KOSPI,35800,36300,36600,35700,343401,12370704500,2756600000000,77000000,0.9546666666666668,-0.27936145952109426,39250,2019-12-30,37500,2020-05-04,0.9554140127388535,1.0997579617834397,3.144468152866242,15.047292993630572,0.28597452229299364,1.1999044585987262,5.025305732484076,5076294346.461783,5.510742038216561,37950.0,0.9705882352941185,33.0,35.0,17.0,13.0,46.0,55.0,14.0,11.0,213.0
266,007110,94043686.09,41825961.36,52217724.73,38728305.0,58742051.91,9702178.85,1641325.23,634642.15,10700817.91,-5110612.58,-565684.92,10010463.73,2773952.23,1174172.35,143155138.61,16.517,2.794,1.219,0.7000000000000001,2.3645,80.099,55.525,4.17279,8.19352,674.39484,138.15242,758.38656,0.0,0.0,0.0,230.0599,2.7951,13.64435,2.48554,14.58531,4.15118,51.60692,121.92004,2.43701,2021-04-30,일신석재,KOSPI,2050,2045,2085,2020,1129974,2316796010,158786050500,77456610,0.8151093439363805,-0.33333333333333415,2420,2019-12-30,2515,2020-05-04,1.0392561983471074,2.9048249999999998,14.179975309917353,239.09117706611568,2.5831128512396693,4.3141395454545455,15.157873822314048,148774865.12568182,53.632811487603306,2485.0,1.0332640332640328,27.0,81.0,79.0,62.0,91.0,81.0,82.0,79.0,503.0
275,007570,439116734.91,194194687.58,244922047.34,48826860.0,343328723.95,181708823.2,34100857.09,21545309.77,57484189.26,-21160110.28,-30961060.18,47309796.26,46764778.13,30892317.49,1352872180.72,52.926,9.932,5.385,4.916,8.7644,79.288,55.776,11.30453,557.04883,11109.43296,2943.26674,17578.88609,120.0,20.67322,0.182371,118.1225,5.92289,22.35611,3.74313,27.16399,5.87113,28.9293,43.79316,3.94046,2021-04-30,일양약품,KOSPI,38250,39450,39600,38250,387666,14973795250,730026648000,19085664,1.2028301886792447,-0.673155737704918,22550,2019-12-30,31800,2020-05-04,1.41019955654102,8.352456851441241,31.52657640798226,166.57629711751662,5.278560266075388,8.279464922394679,38.3066466518847,1907819749.3080266,40.79608603104213,32800.0,1.1693404634581093,15.0,93.0,88.0,78.0,90.0,86.0,64.0,29.0,514.0
280,007700,817829021.44,266105399.89,551723621.56,7700000.0,837615841.67,566839684.03,122578985.9,85358337.0,154603146.15,-139521602.0,16590519.17,134704228.02,158145292.9,120002495.69,1139379350.86,67.673,14.634,16.589,11.364,23.6645,48.232,67.462,83.25985,5571.08062,35987.25278,10039.16533,54390.63907,1000.0,17.85671,1.184834,15.14966,2.34527,8.407070000000001,1.5517400000000001,9.64899,3.26752,7.20464,9.49463,1.36026,2021-04-28,F&F,KOSPI,180000,175500,180000,164500,260609,44631725000,2772000000000,15400000,1.6666666666666667,-0.26909090909090927,112000,2019-12-30,108000,2020-05-04,0.9642857142857143,2.2615103571428574,8.106817500000002,14.608600714285716,1.4963207142857144,3.1508228571428574,9.304383214285714,1098687231.1864285,6.947331428571429,107000.0,1.3665389527458496,11.0,74.0,73.0,45.0,44.0,78.0,38.0,38.0,363.0
299,008970,153374076.51,65870365.72,87503710.79,59454240.0,173822459.25,27103021.63,7418419.63,7038970.07,20265883.59,-1924896.74,-13377683.83,15433713.15,13756011.63,8418705.99,153418178.3,15.592,4.268,8.413,4.433,6.3014,75.277,57.052,6.66234,59.19654,735.98329,170.43262000000001,1461.81718,0.0,0.0,0.0,18.92003,1.52177,6.57151,0.76617,8.629,0.6351500000000001,11.15281,18.22349,0.8826100000000001,2021-04-30,동양철관,KOSPI,1750,1770,1950,1715,111024327,204097126270,208049257500,118885290,1.6826923076923095,-0.14625550660792874,1040,2019-12-30,1040,2020-05-04,1.0,1.52177,6.57151,18.92003,0.76617,0.6351500000000001,8.629,153418178.3,11.15281,1030.0,0.7803030303030304,66.0,54.0,48.0,36.0,53.0,39.0,82.0,77.0,378.0
302,009150,9225498476.08,3315102536.58,5910395939.5,388003400.0,8208738308.01,1939740107.52,829130678.28,623811177.84,1588076610.01,-732395953.16,-209473996.91,831408898.3,1670308069.28,820442019.08,13951132455.21,23.63,10.101,10.924,6.97,11.8691,56.089,64.066,17.34966,7782.94583,76406.34192,20464.72544,105781.7832,1400.0,17.53568,0.7865169999999999,22.87052,2.32965,8.69789,1.6827100000000002,16.61387,0.41475,8.35243,17.00441,1.69955,2021-04-30,삼성전기,KOSPI,179000,184000,185500,178000,661991,119522456500,13370171584000,74693696,1.6347031963470329,-0.17511520737327235,125000,2019-12-30,109500,2020-05-04,0.876,2.0407734,7.61935164,20.03457552,1.4740539600000002,0.363321,14.553750119999998,12221192030.76396,7.31672868,113500.0,1.0558139534883728,23.0,69.0,72.0,43.0,55.0,28.0,48.0,8.0,338.0
309,009290,830643378.84,328461745.97,502181632.87,52420851.0,1243769596.22,257708535.76,46590713.44,45601967.39,22828703.29,-47560222.49,3837833.9,17566304.99,66299465.44,63708395.26,497745479.5,20.72,3.746,10.075,5.618,9.9678,65.407,60.457,18.34951,865.49096,11627.41517,435.48899,23726.6197,100.0,9.05462,0.9756100000000001,11.84299,0.8815400000000001,23.53676,0.432,30.58775,0.47259000000000007,7.50753,7.81287,0.40019000000000005,2021-04-30,광동제약,KOSPI,8940,9120,9150,8930,226389,2041050330,468642407940,52420851,1.4850498338870408,-0.33306122448979647,6650,2019-12-30,6020,2020-05-04,0.9052631578947369,0.7980256842105264,21.306961684210528,10.72102252631579,0.39107368421052635,0.42781831578947377,27.689963157894738,450590644.6,6.796290315789474,6060.0,0.8290013679890557,55.0,22.0,24.0,70.0,31.0,31.0,43.0,51.0,276.0
313,009420,220132430.9,38858947.93,181273482.97,26120319.0,88602270.09,50651038.41,5935188.2,19764498.92,929290.57,-2317735.01,-519345.16,-1633033.3,8829407.2,17096584.9,1868869707.13,57.167,6.699,12.288,9.606,17.4146,21.437,82.347,370.74072,378.33571,3541.93642,17.78865,1696.04112,0.0,0.0,0.0,99.11832,10.58743,2108.08545,22.11031,-1199.62277,1.96788,211.66423,109.31246,21.0928,2021-04-30,한올바이오파마,KOSPI,23000,23150,23400,22800,204847,4726443950,1201534674000,52240638,0.9563409563409557,-0.48367593712212864,36300,2019-12-30,24050,2020-05-04,0.662534435261708,7.014536955922864,1396.6792030991735,65.66930016528926,14.648841749311293,1.3037882644628098,-794.7913944490357,1238190535.9910882,140.23484108815427,24300.0,0.7431192660550452,71.0,92.0,93.0,96.0,84.0,57.0,82.0,34.0,575.0
333,010420,107126396.29,63470511.32,43655884.97,10246506.0,244823923.24,20436705.51,3891210.46,2951895.32,10027772.71,-3055702.11,-2662809.31,9641332.71,6468796.46,4596774.19,9617542.98,8.348,1.589,6.969,2.8040000000000003,26.0127,145.388,40.752,15.66642,144.044,2130.28153,489.32645,11946.70277,25.0,17.3558,1.445087,12.01022,0.8121,3.53547,0.14481000000000002,3.67718,1.93891,1.48676,2.09224,0.03928,2021-04-30,한솔PNS,KOSPI,2195,2250,2290,2155,542266,1198874850,44982161340,20493012,1.4931972789115668,-0.15161290322580645,1735,2019-12-30,1470,2020-05-04,0.8472622478386167,0.6880616714697406,2.995470259365994,10.175805994236311,0.12269204610951011,1.6427652449567722,3.1155357925072042,8148581.083919308,1.2596756195965417,1420.0,0.9498327759197347,36.0,12.0,2.0,9.0,29.0,66.0,33.0,96.0,187.0
341,010820,180652738.24,135938846.92,44713891.33,24030730.0,132075449.9,9061752.8,4016336.47,7130774.23,11038639.09,-18617196.93,-13323763.4,10371828.97,5838579.47,6250118.59,75765504.28,6.861,3.041,19.81,3.931,6.8585,304.019,24.751,9.41931,150.24323,933.78908,232.58075,2782.78932,0.0,0.0,0.0,14.24357,2.29174,9.20111,0.7690100000000001,9.79265,0.14051000000000002,12.9767,12.12225,0.57365,2021-04-30,퍼스텍,KOSPI,2465,2440,2490,2400,368139,901196425,118471498900,48061460,1.3042328042328042,-0.48316062176165764,2085,2019-12-30,1890,2020-05-04,0.9064748201438849,2.0774046043165466,8.3405745323741,12.911437553956835,0.697088201438849,0.12736877697841728,8.876790647482014,68679521.86532374,11.76305179856115,2170.0,0.7919708029197089,64.0,70.0,41.0,47.0,38.0,6.0,82.0,92.0,348.0
345,011070,6038600271.63,3610912434.53,2427687837.1,118335535.0,9541789540.55,1290340322.59,681019009.07,236127867.01,950268413.75,-826161591.13,-167157650.36,183606612.12,1349526009.07,489352339.88,5360092544.47,13.523,7.1370000000000005,10.195,3.999,15.0903,148.739,40.203,13.70618,9976.84259,102587.71998,40151.43945,403166.70477,700.0,7.01548,0.38356199999999996,18.29236,1.7789700000000002,4.54529,0.45267,23.52446,1.7342300000000002,3.97183,10.95344,0.5617500000000001,2021-04-30,LG이노텍,KOSPI,201000,207000,207500,200000,243581,49354298500,4757088507000,23667107,1.528517110266163,-0.19220055710306405,140000,2019-12-30,131500,2020-05-04,0.9392857142857143,1.6709611071428574,4.269325964285714,17.18175242857143,0.42518646428571427,1.6289374642857144,22.096189214285715,5034658354.270036,3.7306831785714287,132000.0,1.0476190476190452,24.0,61.0,27.0,23.0,50.0,64.0,60.0,12.0,309.0
